"","ISO","Cases_Resistance","Cases_Resilience","Cases_Reduction","Cases_R2_fit","Tests_Resistance","Tests_Resilience","Tests_Reduction","Tests_R2_fit","Deaths_Resistance","Deaths_Resilience","Deaths_Reduction","Deaths_R2_fit","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean","Stringency_Decay","Stringency_Background","Stringency_Adaptive","Population","Pop_Dens","Country_Size","Median_Age","GDP_per_Capita","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Trust","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence"
"226","COD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.157868852459,NA,44.5362755102041,NA,89561404,35.879,2496206.80620976,17,808.133,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA
"227","COG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0545192307692,NA,NA,NA,5518092,15.405,358201.363193768,19,4881.406,NA,64.57,0.606,NA,NA,NA,NA,NA,NA,NA
"228","COL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9766666666667,NA,66.3520740740741,NA,50882884,44.223,1150597.74325577,32.2,13254.949,1.71,77.29,0.747,4.5,67,13,64,80,13,83
"229","COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869595,437.352,1988.31833397355,20.4,1413.89,2.2,64.32,0.503,NA,80,38,53,68,23,34
"230","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.231862745098,NA,59.6914448669202,NA,555988,135.58,4100.81132910459,25.7,6222.554,2.1,72.98,0.654,NA,77,20,46,54,9,78
"231","CRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1238562091503,NA,57.8753754940711,NA,5094114,96.079,53020.056411911,33.6,15524.995,1.13,80.28,0.794,NA,35,15,21,86,NA,NA
"232","CUB",-4.95470138653946e-06,0.0169742066473712,0.340698503207413,0.803541409809247,-0.011059670781893,0.0072085142870417,0.574556757105999,0.762108484414409,-8.82876227109668e-08,0.0346714117968131,0.88,0.862965922627428,NA,NA,NA,65.0733653846154,77.3533333333333,53.7535265700483,0.601141552511422,11326616,110.408,102588.725454677,43.1,NA,5.2,78.8,0.777,NA,NA,NA,NA,NA,NA,NA
"233","CYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0019230769231,NA,44.8758515283843,NA,875899,127.657,6861.34720383528,37.3,32415.132,3.4,80.98,0.869,6.6,NA,NA,NA,NA,NA,70
"234","CZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2688461538462,NA,42.726245210728,NA,10708982,137.176,78067.4607803114,43.3,32605.906,6.63,79.38,0.888,21.1,57,58,57,74,70,29
"235","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.241891025641,NA,48.711387755102,NA,83783945,237.016,353494.890640294,46.6,45229.245,8,81.33,0.936,43.4,35,67,66,65,83,40
"236","DJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7335922330097,NA,47.2434597156398,NA,988002,41.285,23931.2583262686,25.4,2705.406,1.4,67.11,0.476,NA,64,27,41,52,32,40
"237","DMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9194444444444,NA,NA,NA,71991,98.567,730.376292268203,NA,9673.367,3.8,75,0.715,NA,NA,NA,NA,NA,NA,NA
"238","DNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9008626198083,NA,42.0934821428571,NA,5792203,136.52,42427.5051274538,42.3,46682.515,2.5,80.9,0.929,73.9,18,74,16,23,35,70
"239","DOM",-0.000121627182541438,0.0124473966426452,0.688828255267546,0.910133622031123,-0.390689494275152,0.0149837503119521,0.691653658906654,0.939617190455424,-1.82155004321572e-06,0.0284451242107245,0.862348178137652,0.946689801819424,NA,NA,NA,67.5096078431373,76.7326041666667,63.293380952381,13.9659002560522,10847904,222.873,48673.0290344726,27.6,14600.861,1.6,74.08,0.736,NA,NA,NA,NA,NA,13,54
"240","DZA",-1.32056152005324e-05,0.0206826356197051,0.727084340678317,0.983511361921211,NA,NA,NA,NA,-2.41727431659949e-07,0.00785796889876476,0.415094339622642,0.96052816001233,NA,NA,NA,63.2641666666667,78.0217391304348,58.0333189655172,4.12319746376812,43851043,17.348,2527729.01775421,29.1,13913.839,1.9,76.88,0.754,NA,NA,NA,NA,NA,26,32
"241","ECU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.795143769968,NA,60.3731707317073,NA,17643060,66.939,263569.219737373,28.1,10581.936,1.5,77.01,0.752,5.8,NA,NA,NA,NA,NA,NA
"242","EGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2747756410256,NA,54.5515238095238,NA,102334403,97.999,1044239.25754344,25.3,10550.206,1.6,71.99,0.696,7.3,NA,NA,NA,NA,7,4
"243","ERI",-1.98509654928749e-06,0.0383358281536391,0.863636363636364,0.923881498727791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3536601307189,91.0729787234043,64.9024463519313,-2.44702127659573,3546427,44.304,80047.557782593,19.3,1510.459,0.7,66.32,0.44,NA,64,27,41,52,32,40
"244","ESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597330,NA,NA,28.4,NA,NA,70.26,NA,NA,80,38,53,68,23,34
"245","ESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4852884615385,NA,52.716694214876,NA,46754783,93.105,502172.633048708,45.5,34272.36,2.97,83.56,0.891,41,57,51,42,86,48,44
"246","EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3854807692308,NA,24.2320779220779,NA,1326539,31.033,42746.0767570006,42.7,29481.252,4.69,78.74,0.871,33.9,40,60,30,60,82,16
"247","ETH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0305787781351,NA,57.9999134199134,NA,114963583,104.957,1095339.83440838,19.8,1729.927,0.3,66.6,0.463,11.9,NA,NA,NA,NA,NA,46
"248","FIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7835483870968,NA,34.880480349345,NA,5540718,18.136,305509.373621526,42.8,40585.721,3.28,81.91,0.92,68.4,33,63,26,59,38,57
"249","FJI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7755271565495,NA,51.4885559566787,NA,896444,49.562,18087.3249667084,28.6,8702.975,2.3,67.44,0.741,NA,NA,NA,NA,NA,NA,NA
"250","FRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7407667731629,NA,49.4254132231405,NA,65273512,122.578,532505.930917457,42,38605.671,5.98,82.66,0.901,26.3,68,71,43,86,63,48
"251","GAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.658660130719,NA,55.8365934065934,NA,2225728,7.859,283207.532764983,23.1,16562.413,6.3,66.47,0.702,NA,NA,NA,NA,NA,NA,NA
"252","GBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2193290734824,NA,53.4540358744395,NA,67886004,272.898,248759.624475079,40.8,39753.244,2.54,81.32,0.922,40.2,35,89,66,35,51,69
"253","GEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5368690095847,NA,NA,NA,3989175,65.032,61341.7240743019,38.7,9745.079,2.6,73.77,0.78,9,NA,NA,NA,NA,38,32
"254","GHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0498692810458,NA,43.5193457943925,NA,31072945,126.719,245211.412653193,21.1,4227.63,0.9,64.07,0.592,NA,NA,NA,NA,NA,4,72
"255","GIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8402875399361,NA,NA,NA,13132792,51.755,253749.241619167,19,1998.926,0.3,61.6,0.459,NA,77,20,46,54,9,78
"256","GMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6409584664537,NA,51.0661434977578,NA,2416664,207.566,11642.8702195928,17.5,1561.767,1.1,62.05,0.46,NA,77,20,46,54,9,78
"257","GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967998,66.191,29732.1085948241,19.4,1548.675,NA,58.32,0.455,NA,77,20,46,54,9,78
"258","GNQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1402985,45.194,31043.6119838917,22.4,22604.873,2.1,58.74,0.591,NA,NA,NA,NA,NA,NA,NA
"259","GRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0513418530351,NA,49.0438697318008,NA,10423056,83.479,124858.419482744,45.3,24574.382,4.21,82.24,0.87,8.4,60,35,57,112,45,50
"260","GRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112519,317.132,354.801786007089,29.4,13593.877,3.7,72.4,0.772,NA,NA,NA,NA,NA,NA,NA
"261","GTM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.0167202572347,NA,69.7219075144509,NA,17915567,157.834,113508.920764854,22.9,7423.808,0.6,74.3,0.65,18,95,6,37,101,NA,NA
"262","GUY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3575585284281,NA,64.1695895522388,NA,786559,3.952,199028.087044534,26.3,7435.047,1.6,69.91,0.654,NA,NA,NA,NA,NA,NA,NA
"263","HND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.79696485623,NA,70.6748387096774,NA,9904608,82.805,119613.64651893,24.9,4541.795,0.7,75.27,0.617,NA,NA,NA,NA,NA,NA,NA
"264","HRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.960192926045,NA,35.4482591093117,NA,4105268,73.726,55682.7713425386,44,22669.797,5.54,78.49,0.831,13.6,73,33,40,80,58,33
"265","HTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3367320261438,NA,52.8838095238095,NA,11402533,398.448,28617.3678874031,24.3,1653.173,0.7,64,0.498,NA,NA,NA,NA,NA,NA,NA
"266","HUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5350479233227,NA,44.9764489795918,NA,9660350,108.043,89412.0859287506,43.4,26777.561,7.02,76.88,0.838,27.2,46,80,88,82,58,31
"267","IDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2969102990033,NA,56.2829090909091,NA,273523621,145.725,1876984.87562189,29.3,11188.744,1.04,71.72,0.694,4.6,78,14,46,48,62,38
"268","IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4123003194888,NA,67.0391176470588,NA,1380004385,450.419,3063823.6508673,28.2,6426.674,0.53,69.66,0.64,NA,77,48,56,40,51,26
"269","IRL",-0.000183596082138671,0.0310178641244369,NA,0.954505651333385,-0.0614924403788892,0.0225217958973339,NA,0.970119209205828,NA,NA,NA,NA,NA,NA,NA,58.0753921568627,81.48,44.7481818181818,27.0356896551724,4937796,69.874,70667.1437158314,38.7,67335.293,2.96,82.3,0.938,NA,28,70,68,35,24,65
"270","IRN",NA,NA,NA,NA,NA,NA,NA,NA,-2.46211131545762e-06,0.015118004238164,0.413539651837524,0.974155498900656,NA,NA,NA,48.4372312703583,NA,47.9513427561837,NA,83992953,49.831,1685556.24009151,32.4,19082.62,1.5,76.68,0.798,14.8,58,41,43,59,14,40
"271","IRQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.0932352941176,NA,74.999914893617,NA,40222503,88.125,456425.565957447,20,15663.986,1.4,70.6,0.685,11,NA,NA,NA,NA,25,17
"272","ISL",-0.000212981684981685,0.0501331982950195,0.822853604843148,0.978182795951278,-0.0387960178125947,0.0275489442329264,0.575796609753303,0.969638703307283,-1.75824175824176e-06,0.121840956500551,0.907407407407407,0.795935399292517,NA,NA,NA,40.6837179487179,50.0241463414634,36.0510550458716,8.63701300813008,341250,3.404,100249.706227967,37.3,46482.958,2.91,82.99,0.935,62.3,NA,NA,NA,NA,28,67
"273","ISR",-0.000599532715517147,0.0568326171204552,0.873832207936361,0.962794379842457,-0.111023533580509,0.0466197316841365,0.826488509026629,0.964196250766335,-4.18229201386719e-06,0.0336614959239611,0.760170768458061,0.961352087860686,NA,NA,NA,60.1021086261981,74.4982608695652,52.6588105726872,15.3435992154299,8655541,402.606,21498.787896852,30.6,33132.32,2.99,82.97,0.903,NA,13,54,47,81,38,NA
"274","ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0896753246753,NA,55.430145631068,NA,60461828,205.859,293705.050544305,47.9,35220.084,3.18,83.51,0.88,26.6,50,76,70,75,61,30
"275","JAM",-4.86025582533337e-05,0.0267506814644779,0.632851584213452,0.985544359826445,-0.233355219960604,0.023150697131929,0.629296331637845,0.954579073091013,-1.29678865823236e-06,0.0248935223461168,0.614583333333333,0.908628959627746,NA,NA,NA,64.4729431438127,71.8993023255814,58.7854205607477,1.0853023255814,2961161,266.879,11095.5189430416,31.4,8193.571,1.7,74.47,0.732,NA,45,39,68,13,NA,NA
"276","JOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4788562091503,NA,NA,NA,10203140,109.285,93362.675573043,23.2,8337.49,1.4,74.53,0.735,15.9,NA,NA,NA,NA,16,43
"277","JPN",-9.42689271073673e-06,0.0219197749617859,0.603012715134029,0.960189763036175,-0.0694747150570684,0.0172631231261111,0.655228604927502,0.979974663663808,-1.00888340816755e-07,0.0210654478468195,0.576802507836991,0.947550940092976,NA,NA,NA,34.1089808917197,34.3383333333333,31.9043378995434,5.63340375586854,126476458,347.778,363670.094140515,48.2,39002.223,13.05,84.63,0.909,33.7,54,46,95,92,88,42
"278","KAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0329260450161,NA,64.1344725738397,NA,18776707,6.681,2810463.55336028,30.6,24055.588,6.7,73.6,0.8,22.8,NA,NA,NA,NA,NA,NA
"279","KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4188178913738,NA,64.5292647058824,NA,53771300,87.324,615767.715633732,20,2993.028,1.4,66.7,0.59,NA,64,27,41,52,32,40
"280","KGZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.507459807074,NA,NA,NA,6524191,32.333,201781.183311168,26.3,3393.474,4.5,71.45,0.672,12.8,NA,NA,NA,NA,66,39
"281","KHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8945307443366,NA,NA,NA,16718971,90.672,184389.568995941,25.6,3645.07,0.8,69.82,0.582,NA,NA,NA,NA,NA,NA,NA
"282","KNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53192,212.865,249.886078030677,NA,24654.385,2.3,76.23,0.778,NA,NA,NA,NA,NA,NA,NA
"283","KOR",-5.11730409279196e-06,0.0341591155001248,0.713675865223357,0.961464340818048,-0.0194366361542712,0.031015225253226,0.568755348404433,0.977737261784333,-6.31958578313994e-08,0.0146531297984453,0.518518518518519,0.835099331750994,NA,NA,NA,48.8989841269841,51.9904651162791,43.8957798165138,4.25187007495676,51269183,527.967,97106.7945534475,43.4,35938.374,12.27,83.03,0.903,32.9,60,18,39,85,100,29
"284","KWT",-0.000176257790834604,0.0254630058442284,NA,0.981639200585816,-0.152341178628854,0.0111596509966274,NA,0.919307191018059,-1.37686764016829e-06,0.0210739801912579,NA,0.980155452458058,NA,NA,NA,66.4359424920128,62.96,58.8670860927152,-0.179354838709678,4270563,232.128,18397.44882134,33.7,65530.537,2,75.49,0.803,NA,80,38,53,68,23,34
"285","LAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6509935897436,NA,NA,NA,7275556,29.715,244844.556621235,24.4,6397.36,1.5,67.92,0.601,NA,NA,NA,NA,NA,NA,NA
"286","LBN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8708012820513,NA,55.7186330935252,NA,6825442,594.561,11479.8010633055,31.1,13367.565,2.9,78.93,0.757,9.9,80,38,53,68,23,34
"287","LBR",-3.94647582279374e-06,0.0339184352595557,0.937875751503006,0.959084228651594,NA,NA,NA,NA,-2.9262445980635e-07,0.0675006464709665,1,0.90985126612403,NA,NA,NA,58.9150980392157,65.7114736842105,52.6780729166667,-16.5340263157895,5057677,49.127,102951.065605472,19.2,752.788,0.8,64.1,0.435,NA,77,20,46,54,9,78
"288","LBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1955271565495,NA,NA,NA,6871287,3.623,1896573.83383936,29,17881.509,3.7,72.91,0.706,NA,80,38,53,68,23,34
"289","LCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183629,293.187,626.320403019233,34.9,12951.839,1.3,76.2,0.747,NA,NA,NA,NA,NA,NA,NA
"290","LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38137,237.012,160.907464600948,NA,NA,2.397,82.49,0.916,NA,NA,NA,NA,NA,NA,NA
"291","LKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5665814696486,NA,42.0015887850467,NA,21413250,341.955,62620.0815896829,34.1,11669.077,3.6,76.98,0.77,NA,NA,NA,NA,NA,NA,NA
"292","LSO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4030990415335,NA,49.7390760869565,NA,2142252,73.562,29121.720453495,22.2,2851.153,NA,54.33,0.52,NA,NA,NA,NA,NA,NA,NA
"293","LTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.3028246753247,NA,37.1569545454545,NA,2722291,45.135,60314.4123185998,43.5,29524.265,6.56,75.93,0.858,31.7,42,60,19,65,82,16
"294","LUX",-0.000140899970605902,0.0305672539792167,0.513378684807256,0.96504732405213,-0.00999825001458321,0.0153790053671018,1.374344562397,0.751026953406284,-7.66802561120554e-07,0.0953273448237471,1,0.90057151410569,NA,NA,NA,41.3111501597444,25.1046153846154,35.5550909090909,-5.27091653027823,625976,231.447,2704.61920007604,39.7,94277.965,4.51,82.25,0.904,NA,40,60,50,70,64,56
"295","LVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1977597402597,NA,36.6957657657658,NA,1886202,31.212,60431.9492502884,43.9,25063.846,5.57,75.29,0.847,NA,44,70,9,63,69,13
"296","MAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6275961538462,NA,58.2143956043956,NA,36910558,80.08,460921.053946054,29.6,7485.013,1.1,76.68,0.667,NA,70,46,53,68,14,25
"297","MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5806896551724,NA,15.005,NA,39244,19347.5,2.02837575914201,NA,NA,13.8,86.75,NA,NA,NA,NA,NA,NA,NA,NA
"298","MDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0764169381107,NA,54.6411724137931,NA,4033963,123.655,32622.7245157899,37.6,5189.972,5.8,71.9,0.7,NA,NA,NA,NA,NA,71,19
"299","MDG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4162057877814,NA,51.5325,NA,27691019,43.951,630042.979681919,19.6,1416.44,0.2,67.04,0.519,NA,64,27,41,52,32,40
"300","MDV",-0.000242423345456967,0.0191733930395394,0.732905982905983,0.980586659171865,-0.120921305182342,0.0233365355359801,0.805598257013794,0.985388340854577,-8.87997602406474e-07,0.031767401371087,0.916666666666667,0.769877433066229,NA,NA,NA,NA,NA,NA,NA,540542,1454.433,371.651358295638,30.6,15183.616,NA,78.92,0.717,NA,NA,NA,NA,NA,NA,NA
"301","MEX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7281402439024,NA,52.07265917603,NA,128932753,66.444,1940472.47306002,29.3,17336.469,1.38,75.05,0.774,10.5,81,30,69,82,24,97
"302","MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59194,295.15,200.55564966966,NA,3819.202,2.7,73.7,0.708,NA,NA,NA,NA,NA,NA,NA
"303","MKD",-7.13264022885887e-05,0.0058629389677839,0.295558546433378,0.961382398830345,-0.135983975206924,0.00894165750449776,0.450395571652786,0.971680426072053,-3.45592258733404e-06,0.0149767573260705,0.561111111111111,0.951342929827371,NA,NA,NA,NA,NA,NA,NA,2083380,82.6,25222.5181598063,39.1,13111.214,4.28,75.8,0.757,15.1,NA,NA,NA,NA,62,35
"304","MLI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5542156862745,NA,38.9844578313253,NA,20250834,15.196,1332642.40589629,16.4,2014.306,0.1,59.31,0.427,NA,NA,NA,NA,NA,20,43
"305","MLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441539,1454.037,303.66421212115,42.4,36513.323,4.485,82.53,0.878,NA,56,59,47,96,47,66
"306","MMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4900958466454,NA,64.6178983050848,NA,54409794,81.721,665799.415083026,29.1,5591.597,0.9,67.13,0.578,15.1,NA,NA,NA,NA,NA,NA
"307","MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628062,46.28,13570.9161624892,39.1,16409.288,3.861,76.88,0.814,21.7,NA,NA,NA,NA,75,20
"308","MNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5033226837061,NA,NA,NA,3278292,1.98,1655703.03030303,28.6,11840.846,7,69.87,0.741,NA,NA,NA,NA,NA,75,20
"309","MOZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7434615384615,NA,49.7063008130081,NA,31255435,37.728,828441.343299406,17.7,1136.103,0.7,60.85,0.437,NA,64,27,41,52,32,40
"310","MRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1952287581699,NA,43.1582291666667,NA,4649660,4.289,1084089.53135929,20.3,3597.633,NA,64.92,0.52,NA,80,38,53,68,23,34
"311","MUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0034405144695,NA,24.5633579335793,NA,1271767,622.962,2041.48407125956,37.4,20292.745,3.4,74.99,0.79,NA,NA,NA,NA,NA,NA,NA
"312","MWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7868370607029,NA,42.1328282828283,NA,19129955,197.519,96851.2143135597,18.1,1095.042,1.3,64.26,0.477,NA,64,27,41,52,32,40
"313","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2153674121406,NA,51.3021917808219,NA,32365998,96.254,336256.134809982,29.9,26808.164,1.9,76.16,0.802,19.6,104,26,50,36,41,57
"314","NAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5425878594249,NA,44.7890717299578,NA,2540916,3.078,825508.771929825,22,9541.808,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA
"315","NER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1782636655949,NA,18.7167664670659,NA,24206636,16.955,1427698.96785609,15.1,926,0.3,62.42,0.354,NA,77,20,46,54,9,78
"316","NGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1856862745098,NA,54.2760204081633,NA,206139587,209.588,983546.705918278,18.1,5338.454,NA,54.69,0.532,13,NA,NA,NA,NA,13,84
"317","NIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3691318327974,NA,8.31157894736842,NA,6624554,51.667,128216.34699131,27.3,5321.444,0.9,74.48,0.658,4.2,NA,NA,NA,NA,NA,NA
"318","NLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4023322683706,NA,43.0104867256637,NA,17134873,508.544,33693.9832148251,43.2,48472.545,3.32,82.28,0.931,58.5,NA,NA,NA,NA,NA,NA
"319","NOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3805825242718,NA,30.7090404040404,NA,5421242,14.462,374861.153367446,39.7,64800.057,3.6,82.4,0.953,72.1,31,69,8,50,35,55
"320","NPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9885942492013,NA,68.866350877193,NA,29136808,204.43,142527.065499193,25,2442.804,0.3,70.78,0.574,NA,NA,NA,NA,NA,NA,NA
"321","NZL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2512779552716,NA,30.8136363636364,NA,4822233,18.206,264870.537185543,37.9,36085.843,2.61,82.29,0.917,56.6,22,79,58,49,33,75
"322","OMN",-0.000125507625197244,0.0191336868252249,0.667776678167991,0.952044381296588,NA,NA,NA,NA,-2.13839990506444e-06,0.0180331161687242,0.534798534798535,0.752200012955711,NA,NA,NA,68.9311501597444,53.5006779661017,68.9665094339623,-32.6093220338983,5106622,14.98,340895.994659546,30.7,37960.709,1.6,77.86,0.821,NA,80,38,53,68,23,34
"323","PAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3399679487179,NA,56.6144690265487,NA,220892331,255.573,864302.297191018,23.5,5034.708,0.6,67.27,0.562,23.3,55,14,50,70,50,0
"324","PAN",-0.000243684017309853,0.00878742197698568,0.383550178802405,0.959226073810176,-0.358588890101495,0.0137876151341534,0.696790664887402,0.928514551481899,-6.16487375451009e-06,0.0119582705076081,0.633082706766917,0.923411086754819,NA,NA,NA,67.9551757188498,82.6357971014493,61.0052914798206,-3.44405364481938,4314768,55.133,78261.077757423,29.7,22267.037,2.3,78.51,0.789,NA,95,11,44,86,NA,NA
